Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
5826,2015.07.23.a,23-Jul-15,2015,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Left hand bitten,N,"ABC News, 7/27/2015",2015-07-23
5825,2015.07.22,22-Jul-15,2015,REUNION,nc.,St. Leu,Arm bitten,N,Zig Zag Surfing Magazine,2015-07-22
5824,2015.07.19,19-Jul-15,2015,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,No injury,N,"BBC, 7/20/2015",2015-07-19
5823,2015.07-10,10-Jul-15,2015,USA,California,"Huntington Beach, Orange County","No injury, shark bumped & damaged board",N,"KTLA, 7/10/2015",2015-07-10
5822,2015.07.08,08-Jul-15,2015,USA,California,"Huntington Beach, Orange County",Laceration to back,N,"Sentinel & Enterprise.com, 10/4/2015",2015-07-08
5821,2015.07.06,06-Jul-15,2015,FRENCH POLYNESIA,Bora Bora,nc.,Parallel lacerations to torso inconsistent with shark bite,N,"Hollywood Life, 7/6/2015",2015-07-06
5820,2015.07.04.b,04-Jul-15,2015,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Lacerations to lower leg & ankle,N,"ABC action News, 7/7/2015",2015-07-04
5819,2015.07.04.a,04-Jul-15,2015,USA,North Carolina,"Off Surf City, Pender County",Lacerations to right hand & forearm,N,"C. Creswell, GSAF",2015-07-04
5818,2015.07.03,03-Jul-15,2015,AUSTRALIA,New South Wales,Lennox Head,"No injury, shark bit surfboard",N,"Northern Star, 7/3/2015",2015-07-03
5817,2015.07.02,02-Jul-15,2015,AUSTRALIA,New South Wales,East Ballina,Significant injuries to lower legs,N,"Northern Star, 7/2/2015",2015-07-02
5816,2015.07.01,01-Jul-15,2015,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County","Injuries to torso, hip, lower leg & hands",N,"C. Creswell, GSAF",2015-07-01
5815,2015.06.30.b,30-Jun-15,2015,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Hand bitten,N,"The Telegraph, 7/8/2015",2015-06-30
5814,2015.06.30.a,30-Jun-15,2015,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Shallow lacerations & puncture to lateral left leg,N,"C. Creswell, GSAF",2015-06-30
5813,2015.06.27.b,27-Jun-15,2015,USA,North Carolina,"Rodanthe, Dare County","Injuries to right calf, buttock and both hands",N,"C. Creswell, WRAL, 6/27/2015",2015-06-27
5812,2015.06.27.a,27-Jun-15,2015,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,"Right leg severed, multiple lacerations to left leg",N,"NSRI, 6/27/205",2015-06-27
5811,2015.06.26.c,26-Jun-15,2015,USA,Florida,"Jacksonville Beach, Duval County",Minor lacerations to leg,N,"Action News Jax, 6/26/2015",2015-06-26
5810,2015.06.26.b,26-Jun-15,2015,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Multiple lacerations to torso & leg,N,Zig Zag Surfing Magazine,2015-06-26
5809,2015.06.26.a,26-Jun-15,2015,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Puncture wounds to foot,N,"C. Creswell, GSAF; WCNC, 6/26/2015",2015-06-26
5808,2015.06.25.R,Reported 25-Jun-2015,2015,AUSTRALIA,Western Australia,Rottnest Island,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,"West Australian Police, 6/25/2015",2015-06-25
5807,2015.06.25,25-Jun-15,2015,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Multiple lacerations to back,N,"C. Creswell, GSAF",2015-06-25
5806,2015.06.24.b,24-Jun-15,2015,USA,North Carolina,Surf City,Minor injury to foot,N,"C. Creswell, GSAF",2015-06-24
5805,2015.06.24.a,24-Jun-15,2015,AUSTRALIA,Western Australia,Denmark,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,"L. Kumpe, R. Mcauley",2015-06-24
5804,2015.06.23,23-Jun-15,2015,USA,South Carolina,"St. Helena Island, Beaufort County",Minor injury to calf,N,"C. Creswell, GSAF; R. Lurye, Island Packet",2015-06-23
5803,2015.06.19,19-Jun-15,2015,PUERTO RICO,nc.,Off Cabo Rojo,Injury to hand,N,"Yahoo News, 6/19/2015",2015-06-19
5802,2015.06.17,17-Jun-15,2015,USA,Florida,Daytona Beach Shores,Minor injury to calf,N,"WTXL TV, 6/17/2015",2015-06-17
5801,2015.06.14.b,14-Jun-15,2015,USA,North Carolina,"Oak Island, Brunswick County",Arm amputated below shoulder,N,"C. Creswell, GSAF",2015-06-14
5800,2015.06.14.a,14-Jun-15,2015,USA,North Carolina,"Oak Island, Brunswick County",Left arm amputated at elbow & severe injury to leg,N,"C. Creswell, GSAF",2015-06-14
5799,2015.06.13,13-Jun-15,2015,USA,California,Off San Diego,Severe laceration to leg,N,"Courthouse News Service, 11/18/2015",2015-06-13
5798,2015.06.11,11-Jun-15,2015,USA,North Carolina,"Ocean Isle, Brunswick County",Minor lacerations to foot,N,"C. Creswell, GSAF",2015-06-11
5797,2015.06.07,07-Jun-15,2015,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Lacerations to right calf,N,"Florida Today, 6/7/2015",2015-06-07
5796,2015.06.05,05-Jun-15,2015,USA,Florida,Fort Lauderdale,Puncture wound to finger,N,"7 News, 6/5/2015",2015-06-05
5795,2015.06.01,01-Jun-15,2015,REUNION,Le Port,Folette,Left forearm bitten,N,"Clincanoo, 6/1/2015",2015-06-01
5794,2015.05.29.b,29-May-15,2015,USA,Florida,"Cocoa Beach, Brevard  County",Left foot bitten,N,"Orlando Sentinel, 5/29/2015",2015-05-29
5793,2015.05.29.a,29-May-15,2015,USA,Florida,"New Smyrna Beach, Volusia County",Minor lacerations to dorsum of right foot,N,"ClickOrlando, 5/29/2015",2015-05-29
5792,2015.05.25,25-May-15,2015,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Lacerations to right forearm,N,Polynésie 1ère. 5/262015,2015-05-25
5791,2015.05.24,24-May-15,2015,USA,Florida,"Cocoa Beach, Brevard  County","Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,"WFTV,  5/27/2015",2015-05-24
5790,2015.05.20,20-May-15,2015,USA,Florida,"New Smyrna Beach, Volusia County",2 puncture wounds to  dorsum of left foot,N,"WFTV, 5/20/2015",2015-05-20
5789,2015.05.15,15-May-15,2015,USA,South Carolina,Sullivan's Island,Laceration to foot,N,"News 2, 5/15/2015",2015-05-15
5788,2015.05.09,09-May-15,2015,NEW CALEDONIA,nc.,Kouare ,FATAL,Y,Les Nouvelles Caledonnie,2015-05-09
5787,2015.05.07,07-May-15,2015,USA,Florida,"Cocoa Beach, Brevard  County","Lacerations to lower left leg, ankle & foot",N,"KnightNews.com, 5/9/2015",2015-05-07
5786,2015.05.03,03-May-15,2015,AUSTRALIA,New South Wales,Saltwater Beach,Injuries to left arm & right hand,N,"ABC, 5/3/2015",2015-05-03
5785,2015.05.02,02-May-15,2015,SOUTH AFRICA,Eastern Cape Province,Port St. John's,"Injuries to leg, left arm & both hands",N,"DispatchLive, 5/4/2015",2015-05-02
5784,2015.04.29,29-Apr-15,2015,USA,Hawaii,Kanahena Cove ,FATAL,Y,"Star Advertiser, 4/30/2015",2015-04-29
5783,2015.04.26,26-Apr-15,2015,USA,Florida,"Resident's Beach, Marco Island",Lacerations to left calf,N,"ABC-7, 4/27/2015",2015-04-26
5782,2015.04.25,25-Apr-15,2015,AUSTRALIA,South Australia,Fishery Bay,Leg severed at mid-thigh,N,"The Advertiser, 4/25/2015",2015-04-25
5781,2015.04.24.c,24-Jun-15,2015,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay","No injury, knocked off ski",N,"Echo Daily, 6/25/2015",2015-04-24
5780,2015.04.13,13-Apr-15,2015,USA,Florida,"Florida Keys, Monroe County",Lacerations to shoulder and left bicep,N,"Miami Herald, 4/25/2015",2015-04-13
5779,2015.04.11,11-Apr-15,2015,AUSTRALIA,New South Wales,McKenzies Beach,Ankle injured,N,"Surf Life Saving, 4/11/2015",2015-04-11
5778,2015.04.12,12-Apr-15,2015,REUNION,Saint-Gilles-les-Bains,Cap Homard,FATAL,Y,"Le Huffington Post, 4/15/2015",2015-04-12
5777,2015.03.31,31-Mar-15,2015,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,N,"Globo, 3/31/2015",2015-03-31
5776,2015.04.03,03-Apr-15,2015,USA,Florida,"3 miles off Jupiter, Palm Beach County",Injuries to head & torso,N,"ABC Action News, 4/6/2015",2015-04-03
5775,2015.03.29,29-Mar-15,2015,ITALY,Sardinia,nc.,"FATAL, but shark involvement prior to death unconfirmed",Y,"A. de Maddalena, GSAF",2015-03-29
5774,2015.03.26,26-Mar-15,2015,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,No injury but kayak bitten,N,"Times Live, 4/1/2015",2015-03-26
5773,2015.03.21,21-Mar-15,2015,EGYPT,nc.,Marsa Alam,FATAL,Y,"E. Ritter, GSAF",2015-03-21
5772,2015.03.18,18-Mar-15,2015,USA,Hawaii,Hapuna Beach,Lacerations to left forearm. Lacerations to left hand and thigh,N,"KMBC, 3/19/2015",2015-03-18
5771,2015.03.16,16-Mar-15,2015,FRENCH POLYNESIA,Bora Bora,Anau,Hand bitten,N,"Radio1, 3/16/2015",2015-03-16
5770,2015.03.11,11-Mar-15,2015,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Bruised in falling overboard as shark bumped boat,N,"Northern Star, 3/13/2015",2015-03-11
5769,2015.03.10,10-Mar-15,2015,MEXICO,Sinaloa,Mazlatan,Right hand bitten by hooked shark PROVOKED INCIDENT,N,"Noreste, 3/10/2015",2015-03-10
5768,2015.03.07,07-Mar-15,2015,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Thigh bitten,N,"Radio1, 3/9/2015",2015-03-07
5767,2015.02.15,15-Feb-15,2015,ATLANTIC OCEAN,nc.,nc.,"No injury, shark bit rudder",N,"Yorkshire Post, 3/16/2014",2015-02-15
5766,2015.02.14,14-Feb-15,2015,REUNION,dÉtang-Salé,Ravine Mula,FATAL,Y,"L'Yonne Républicaine, 2/14/2015",2015-02-14
5765,2015.02.09,09-Feb-15,2015,AUSTRALIA,New South Wales,Shelly Beach,FATAL,Y,"The Telegraph, 2/9/2015",2015-02-09
5764,2015.02.08,08-Feb-15,2015,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Laceration & puncture wounds to right flank & hip,N,"The Telegraph, 2/8/2015",2015-02-08
5763,2015.02.05,05-Feb-15,2015,AUSTRALIA,New South Wales,Mereweather Beach,5 minor puncture wounds to lower left leg,N,"The Telegraph, 1/6/2015",2015-02-05
5762,2015.01.30,30-Jan-15,2015,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise","No injury, shark's teeth scratched hull",N,"Gold Coast Bulletin, 1/31/2015",2015-01-30
5761,2015.01.27,27-Jan-15,2015,USA,Hawaii,Lahaina,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,"Huffington Post, 1/28/2015",2015-01-27
5760,2015.01.24,24-Jan-15,2015,AUSTRALIA,New South Wales,Flat Rock,"No injury, surfboard dented",N,"Northern Star, 1/26/2015",2015-01-24
5759,2015.01.19.b,19-Jan-15,2015,USA,Florida,Off Panama City,No injury but shark bit trolling motor & rammed boat,N,"The Panhandle, 1/20/2015",2015-01-19
5758,2015.01.19.a,19-Jan-15,2015,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Board snapped in two,N,"ABC North Coast, 1/21/2015",2015-01-19
5757,2015.01.17,17-Jan-15,2015,AUSTRALIA,New South Wales,Off Blacksmith Beach,"Shark bumped boat, no injury to occupants",N,"The Sydney Morning Herald, 1/18/2015",2015-01-17
5756,2015.01.16,16-Jan-15,2015,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Bitten on hand & wrist,N,"Milton-Ulladulla Times, 1/16/2015",2015-01-16
5755,2015.01.08,08-Jan-15,2015,USA,Florida,nc.,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,"UPI, 1/12/2015",2015-01-08
5754,2015.01.06,06-Jan-15,2015,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Severe bite to right flank,N,"Britt Martin; Local10, 1/7/2015",2015-01-06
5753,2015.01.03,03-Jan-15,2015,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,"Dispatch Online, 1/7/2015",2015-01-03
5752,2015.01.01,01-Jan-15,2015,USA,Florida,"Windsor Beach, Indian River County",Leg bitten,N,"WPTV-West Palm Beach, 1/2/2015",2015-01-01
5751,2014.12.29.b,29-Dec-14,2014,AUSTRALIA,New South Wales,Bherwerre Beach,Lacerations to both feet,N,"South Coast Register, 12/29/2014",2014-12-29
5750,2014.12.29.a,29-Dec-14,2014,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,FATAL,Y,"The West Australian, 12/29/2014",2014-12-29
5749,2014.12.28.d,28-Dec-14,2014,GREECE,nc.,33 nautical miles off Othonoi Island,"Of 9 bodies recovered, one was bitten by a shark",N,"Greek Reporter, 1/13/2015",2014-12-28
5748,2014.12.28.c,28-Dec-14,2014,SOUTH AFRICA,KwaZulu-Natal,Durban,Minor cuts on feet,N,"IOL News, 12/29/2014",2014-12-28
5747,2014.12.28.b,28-Dec-14,2014,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Injury to hip/leg,N,"R. Collier, GSAF",2014-12-28
5746,2014.12.28.a,28-Dec-14,2014,AUSTRALIA,Victoria,Paradise Beach,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,"ABC.net.au, 12/28/2014",2014-12-28
5745,2014.12.23.R,Reported 23-Dec-2014,2014,JAPAN,nc.,nc.,"No injury, shark snagged its teeth in diver's suit",N,"Maxisciences.com, 12/23/2014",2014-12-23
5744,2014.12.15,15-Dec-14,2014,AUSTRALIA,Queensland,Rudder Reef,FATAL,Y,"Herald Sun, 12/15/2014",2014-12-15
5743,2014.12.03.R,Reported 03-Dec-2014,2014,SPAIN,Granada,Off Motril,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,"ABCandalucia, 12/3/2014",2014-12-03
5742,2014.11.29,29-Nov-14,2014,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Minor injuries to right leg,N,"The Sydney Morning Herald, 11/29/2014",2014-11-29
5741,2014.11.20,20-Nov-14,2014,MAURITIUS,Cargados Carajos Shoals (St. Brandon),nc.,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,A. R. Ramjatan ,2014-11-20
5740,2014.11.19,19-Nov-14,2014,AUSTRALIA,Western Australia,Freo,"Shark chasing fish bumped boat, no injury to occupants",N,"The West Australian, 11/20/2014",2014-11-19
5739,2014.11.16,16-Nov-14,2014,USA,Florida,"Indian Harbor Beach, Brevard County",Laceration to left hand,N,"USA Today, 11/16/2014",2014-11-16
5738,2014.11.13,13-Nov-14,2014,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Laceration to left upper leg,N,"G. Kubota, Star Advertiser, 11/13/2014",2014-11-13
5737,2014.11.10,10-Nov-14,2014,AUSTRALIA,New South Wales,Moonee Beach,Minor injury to lower leg and foot,N,"Norhern Rivers Echo, 11/10/2014",2014-11-10
5736,2014.11.08,08-Nov-14,2014,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Minor injuries to hand & arm,N,WPTV.com,2014-11-08
5735,2014.10.31,31-Oct-14,2014,USA,Hawaii,"North Kohala, Hawaii County",Lacerations to fingers,N,"L. Kubota, Hawaii News Now, 10/31/2014",2014-10-31
5734,2014.10.30,29-Oct-14,2014,AUSTRALIA,New South Wales,Wallabi Point,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,"The Sydney Morning Herald, 10/30/2014",2014-10-30
5733,2014.10.22,22-Oct-14,2014,USA,Hawaii,"Kihei, Maui","No injury, paddleboard bitten",N,"Hawaii News Now, 10/22/2014",2014-10-22
5732,2014.10.20,20-Oct-14,2014,USA,Hawaii,"Kahului, Maui","No injury, paddleboard bitten",N,"The Maui News, 10/21/2014",2014-10-20
5731,2014.10.19,19-Oct-14,2014,USA,California,"Leadbetter Beach, Santa Barbara County","No injury to occupant, canoe bitten",N,"R. Collier, GSAF",2014-10-19
5730,2014.10.18,18-Oct-14,2014,USA,Hawaii,"Maalaea, South Maui","No injury, surfboard bitten",N,"Star Advertiser, 10/18/2014",2014-10-18
5729,2014.10.17,17-Oct-14,2014,AUSTRALIA,New South Wales,Avoca Beach,"Lacerations to left calf & ankle, puncture wounds to left foot",N,"Sydney Morning Herald, 10/17/2014",2014-10-17
5728,2014.10.14,14-Oct-14,2014,USA,South Carolina,"Hilton Head Island, Beaufort County",Lacerations to left foot,N,"TheIndyChannel, 10/16,2014",2014-10-14
5727,2014.10.12,12-Oct-14,2014,USA,Florida,"Melbourne Beach, Brevard County",Laceration to right hand/wrist,N,"Florida Today, 10/13/2014",2014-10-12
5726,2014.10.07,07-Oct-14,2014,USA,Florida,"Cherie Down Park, Brevard County",Thigh bitten,N,"Click Orlando, 10/7/2014",2014-10-07
5725,2014.10.11,11-Oct-14,2014,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough","Kayak deflated, no injury to occupants",N,"Perth Now, 10/11/2014",2014-10-11
5723,2014.10.05.b,05-Oct-14,2014,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N,"WESH2, 10/6/2014",2014-10-05
5722,2014.10.05.a,05-Oct-14,2014,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,N,"WESH2, 10/6/2014",2014-10-05
5721,2014.10.03.b,03-Oct-14,2014,USA,California,Santa Barbara County,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",2014-10-03
5720,2014.10.03.a,03-Oct-14,2014,USA,California,Santa Barbara County,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",2014-10-03
5719,2014.10.02.b,02-Oct-14,2014,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Lacerations to knee,N,"R. Collier, GSAF",2014-10-02
5718,2014.10.02.a,02-Oct-14,2014,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance","Left arm & right hand severed, lacerations to both legs",N,"9News, 2/15/2015",2014-10-02
5717,2014.09.21,21-Sep-14,2014,USA,Florida,"New Smyrna Beach, Volusia County",Minor injury to left foot,N,"NBC2 News, 9/21/2014",2014-09-21
5716,2014.09.13.R,Reported 12-Sep-2014,2014,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Thumb & finger nipped,N,"LeDepeche, 9/12/2014",2014-09-13
5715,2014.09.13,13-Sep-14,2014,USA,California,"Manresa State Beach, Santa Cruz County","A hoax, no shark involvement",N,"R. Collier, GSAF",2014-09-13
5714,2014.09.09,09-Sep-14,2014,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",FATAL,Y,"BBC, 9/9/2014",2014-09-09
5713,2014.09.06,06-Sep-14,2014,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Leg bitten,N,"Fox10TV.com, 9/7/2014",2014-09-06
5712,2014.09.03,03-Sep-14,2014,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County","No injury, shark bit kayak",N,"Boston Globe, 9/4/2014",2014-09-03
5711,2014.09.02,02-Sep-14,2014,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,"WPBF.com, 9/2/2014",2014-09-02
5710,2014.09.00,Sep-14,2014,SPAIN,Catalonia,Salou,Lacerations to right hand,N,"A. Brenneka, Shark Attack Survivors",2014-09-00
5709,2014.08.31,31-Aug-14,2014,USA,Florida,"New Smyrna Beach, Volusia County",Injury to left calf,N,"Sun Sentinel, 8/31/2014",2014-08-31
5708,2014.08.29.b,29-Aug-14,2014,USA,Florida,"Ponce Inlet, Volusia County",Lacerations to shin,N,"Click Orlando, 9/12/2014",2014-08-29
5707,2014.08.29.a,29-Aug-14,2014,USA,Florida,"Atlantic Beach, Duval County",Shark involvement not confirmed,N,"Orlando Sentinel, 8/31/2014",2014-08-29
5706,2014.08.28,28-Aug-14,2014,USA,Maryland,Assateague National Seashore,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,"Delmarva Now, 8/29/2014",2014-08-28
5705,2014.08.27.c,27-Aug-14,2014,SPAIN,Alicante,Benidorm,Minor lacerations to posterior lower leg,N,"Diario Informacion, 8/29/2014",2014-08-27
5704,2014.08.27.b,27-Aug-14,2014,USA,North Carolina,"Figure Eight Island,  New Hanover County",Laceration to left hand,N,"C. Creswell, GSAF",2014-08-27
5703,2014.08.27.a,27-Aug-14,2014,USA,South Carolina,"Surfside Beach, Horry  County",Heel bitten,N,"C. Creswell, GSAF",2014-08-27
5702,2014.08.25,Reported 25-Aug-2014,2014,USA,Florida,Apalachicola Bay ,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,"Nooga.com, 8/25/2014",2014-08-25
5701,2014.08.24,24-Aug-14,2014,USA,North Carolina,"Off Masonboro Island, New Hanover County",Laceration to left foot,N,"C. Creswell, GSAF; WWAY, 8/24/2014",2014-08-24
5700,2014.08.16,16-Aug-14,2014,AUSTRALIA,Western Australia,Gnaraloo,Lacerations to face and neck,N,"Herald Sun, 8/21/2014",2014-08-16
5699,2014.08.12,12-Aug-14,2014,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Puncture wounds and lacerations to left thigh and knee,N,"K. Hayes / Brewton Standard, 8/19/2014",2014-08-12
5698,2014.08.10,10-Aug-14,2014,USA,Florida,"Hallandale Beach, Broward County",Puncture wounds & lacerations to foot,N,"CBS Miami, 8/11/1014",2014-08-10
5697,2014.08.09.R,09-Aug-14,2014,BAHAMAS,nc.,nc.,Puncture wounds to right foot and ankle,N,A. Hindley / M. Michaelson,2014-08-09
5696,2014.08.09,09-Aug-14,2014,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Puncture wounds to right foot & ankle,N,"Florida Today, 8/9/2014",2014-08-09
5695,2014.08.08,08-Aug-14,2014,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Minor lacerations to left heel and big toe,N,"The Times-Picayune, 8/9/2014",2014-08-08
5694,2014.08.06,06-Aug-14,2014,USA,South Carolina,"Folly Beach, Charleston County",Lacerations to right leg & foot,N,"C. Creswell, GSAF;        WCSC. 8/6/2014",2014-08-06
5693,2014.08.05,05-Aug-14,2014,USA,Florida,"Cocoa Beach, Brevard  County",Lacerations to  foot,N,"Inquisitr, 8/7/2014",2014-08-05
5692,2014.08.02,02-Aug-14,2014,USA,Florida,"South of Cocoa Beach, Brevard County",Foot bitten,N,"Florida Today, 8/8/2014",2014-08-02
5691,2014.08.02,02-Aug-14,2014,USA,Florida,"Table Beach, Brevard County",Laceration to ankle,N,"Florida Today, 8/2/2014",2014-08-02
5690,2014.08.01,01-Aug-14,2014,SOUTH AFRICA,Western Cape Province,Muizenberg,Lower limbs & thigh bitten,N,"NSRI, 8/1/2014",2014-08-01
5689,2014.08.00,Aug-14,2014,nc.,nc.,nc.,Shark involvement prior to death not confirmed,Y,"Associated Press, 11/27/2014",2014-08-00
5688,2014.07.27,27-Jul-14,2014,USA,North Carolina,"Sunset Beach, Brunswick County",Left foot bitten,N,"C. Creswell, GSAF",2014-07-27
5687,2014.07.22,22-Jul-14,2014,REUNION,Saint-Leu,nc.,Lacerations to right wrist & calf,N,"BFM-tv, 7/22/2014",2014-07-22
5686,2014.07.21,21-Jul-14,2014,USA,Florida,"Indialantic, Brevard County",Lacerations to right knee,N,"ClickOrlando, 7/22/2014",2014-07-21
